text,stance
 المقارنة غير منطقية   السوق الهندي والأمريكي بالضخامة التي يمكن فيها النجاح بإطلاق منتج رقمي وبناء قاعدة عملاء والتوسع (scalability) في قطاع الأعمال B2B   بينما عدد الشركات السعودية التي نجحت في رحلة التحول الرقمي محدود جدا   وبقية الشركات الصغ,None
التقرير السنوي لإنجازات التحول الرقمي في المملكة العربية السعودية المعتمد من اللجنة الوطنية للتحول الرقمي👇🏻 بوركت الجهـــود 🙏🏻🙏🏻 URL,Favor
 سبق و اجتمعنا مع هالشخص كان يحرص على عدم وجود اوراق بالاجتماع و يحث على التحول الالكتروني لفتت انتباهي هالنقطة 👍🏻,Favor
بم أنه كله هيتحول  رقمي في فكره عبقريه أننا نخلي كل حاجه في شريحه qr code مثلا ملزوقه علي قفا المواطن بحيث أنه ياخد المرتب يتلسع علي قفاه يدفع قسط علي قفاه يدفع اجره التباع ياكله علي قفاه كده يبقي سهلنا التحول الرقمي,None
اليوم #الثاني من اللقاء التعريفي بمشروع #التحول_الرقمي في الجمعيات الأهلية في #الأحساء لمنسوبي مركز التنمية الاجتماعية بالأحساء وتطبيق عملي على #نظام_رافد_الإلكتروني استعرضت في هذا اليوم إدارة الموارد البشرية و إدارة الخدمة المجتمعية في النظام واهم التقارير والإحصائيات URL,Favor
 للأسف ومن واقع فإن التحول الإلكتروني أثبت فشله لدى بعض الجهات وذلك نظرا لعدم وجود سقف زمني للانجاز.  سابقا كان عامل المراجعة احد وسائل الضغط لانهاء معاناة التاخير  الآن أغلقت الابواب وأصبح عذر كورونا سببا لفرض التحول الإلكتروني الذي لم يق,Against
     اخوان /يجب التحول الى الدفع الالكتروني في الوزرات الحكومية.   اي عمليه دفع  حتى لو ١٠ دنانير  تروح مباشرة لخزينة الدوله.   هاي الخطوة فقط راح تقطع ٩٠٪ من الفساد و السرقة.   💥حتى لا يصير ارباك و خربطة  ابدأ في وزار,Favor
"عُقدت ورشةعمل لمسؤولي التحول الرقمي لمدارس ⁧#بوابة_المستقبل⁩ بعنوان ""شرح التجهيز التقني في مدارس المشروع  وآلية الدعم الفني والصيانة "" بمتوسطة الطحاوي   وبالتعاون مع ⁧#ادارة_التقنيات⁩ بالإدارة العامة ومشاركة منسق البوابة بمكتب تعليم خميس مشيط أ. عبدالخالق الغانم. URL",Favor
"الاتصالات وتقنية المعلومات  وحسب قولها فإن ""وحدة التحوّل الرقمي تؤدي دورًا جوهريًا في مسيرة المملكة لبناء مستقبل رقمي مسترشدةً بخريطة طريق رؤية التحوّل الرقمي بهدف الارتقاء بمكانة السعودية رقميًا بين دول العالم"".",Against
   للأسف البنوك تحولت إلى بنوك رقمية و عندنا ما زالت البنوك متراجعة و بعيدة عن طموحات رؤية 2030 في التحول للعمليات الرقمية في البنوك  و الشركات المالية؟ مؤسسة النقد تحتاج إلى التشديد على البنوك في مواكبة التطور التقني و خ,Favor
والقادم أفضل إن شاء الله.  #التحول_الرقمي #مدن_ذكية #تكنولوجيا #تدريب #مستقبل #إلهام #رقمي #طرابلس #ليبيا,Favor
 وينك يا رئيس مجلس الوزراء  وين تهديدك بطرد المسؤولين اللي يرفضون التحول الالكتروني   #الحكومة_الورقية     ,None
إن أرادت الوزارة المضي قدمًا نحو التحول الإلكتروني  عليها أن تسد الفجوات وتستمع لمطالب المعلمين الذين هم أدرى بشعاب البيئة التعليمية وليست إدارات التعليم. فمتى يكون ذلك؟,None
لطالما كانت التكنولوجيا هي الحل و الأداة الأولى والأكثر أهمية لتحقيق وبناء اقتصاد رقمي حقيقي   #كورونا #جمعية_انتاج #التحول_الرقمي #COVID19 #DigitalTransformation #STS URL,Favor
فى اطار مبادرة لننمو معا ينظم الاقليم الكشفى جلسه حواريه عن التحول الرقمى فى ضوء ازمة الكورونا غزا الاثنين الساعه ٣ عصرا بتوقيت القاهرة  بمشاركه د. خالد العطار نائب وزير الاتصالات المصرى للتحول الرقمى URL,Favor
لا بديل من العمل الفعّال لمواكبة عملية التحول الرقمي في النشاطات الهندسية كافة  ولا بد من بذل كل الجهود لتحويل المؤسسات الهندسية الى مواقع بارزة في عملية التطور التكنولوجي للاطلاع على البرنامج الكامل للمهندس عبدو سكرية زوروا الموقع الالكتروني URL URL,Favor
حين لا تضع المنظمة خطة للأحتياجات التدريبية لموظفيها خلال فترة التحول الإلكتروني سوف يخلق #نقاط_ضعف في المنظمة بسبب عدم تمكن الاداره من وضع التوقعات المحتمل حدوثها خلال #الخطة_الاستراتيجية .,None
   الإرادة والرغبة .  وشخصياً أعلم يقيناً بأن التحول الالكتروني لا يصنعه كبار المسؤلين في الوحدة بل أن رئيس قسم منتج وواعي مع فريق تقني يتقن عمله ويعطى كامل الصلاحيات بدون تدخل في عمله    بإمكانه تحويل مؤسسة بالكامل .,Favor
الحمد لله الذي بنعمته تتم الصالحات لقد حصلت   على شهادة المستوى الخامس لرخصة المعرفة بلا حدود(النظرية والتطبيق في معاييربرنامج مقررات التعليم الإلكتروني)وحصلت على مسمى خبير شمس.في التعليم الالكتروني. والف مبروك لجميع الزميلات على مستوى المملكة  #خبراء_التحول_الرقمي URL,Favor
